id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26567,VIKO,medium_airport,"Kota Airport",25.160200119,75.84559631350001,896,AS,India,IN,Rajasthan,IN-RJ,RJ,Kota,0,VIKO,VIKO,KTU,,,https://en.wikipedia.org/wiki/Kota_Airport,,250,2015-02-11T00:03:59+00:00
26552,VIDD,medium_airport,"Safdarjung Airport",28.585453,77.203563,705,AS,India,IN,"Delhi (National Capital Territory)",IN-DL,DL,"New Delhi",0,VIDD,VIDD,,,,https://en.wikipedia.org/wiki/Safdarjung_Airport,,250,2025-06-10T15:36:53+00:00
26520,VERK,medium_airport,"Rourkela Airport",22.256571,84.815193,659,AS,India,IN,Odisha,IN-OR,OR,Rourkela,0,VERK,VERK,RRK,,,https://en.wikipedia.org/wiki/Rourkela_Airport,,250,2022-08-11T10:13:47+00:00
26581,VIUX,medium_airport,"Udhampur Air Force Station",32.902152,75.155709,2066,AS,India,IN,"Jammu and Kashmir",IN-JK,JK,Udhampur,0,VIUX,,,,,,,250,2022-08-03T10:20:43+00:00
26490,VEAZ,small_airport,"Tuirial Airfield",23.746214,92.802846,1093,AS,India,IN,Mizoram,IN-MZ,MZ,Aizawl,0,VEAZ,,,,,,,150,2021-03-09T09:41:30+00:00
26454,IN-0382,small_airport,"Gandhinagar Airfield",19.963699,73.807602,1959,AS,India,IN,Maharashtra,IN-MM,MM,Nashik,0,VANR,VANR,,,,https://en.wikipedia.org/wiki/Gandhinagar_Airport,"ISK, Nashik Road Airport",150,2025-03-08T19:15:29+00:00
44582,IN-0015,small_airport,"Baljek Airport",25.661487579345703,90.34503936767578,,AS,India,IN,Meghalaya,IN-ML,ML,,1,,,,,,,,100,2009-07-19T04:52:24+00:00
26505,VEJH,small_airport,"Jharsuguda Airport",21.9135,84.0504,751,AS,India,IN,Odisha,IN-OR,OR,,1,VEJH,VEJH,JRG,,,https://en.wikipedia.org/wiki/Jharsuguda_Airport,,100,2024-03-15T17:38:24+00:00
26556,VIDX,small_airport,"Hindon Airport / Hindon Air Force Station",28.707701,77.358902,700,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Ghaziabad,1,VIDX,VIDX,HDO,,,https://en.wikipedia.org/wiki/Hindon_Airport,,100,2024-04-03T12:11:50+00:00
31698,IN-JGB,small_airport,"Jagdalpur Airport",19.074301,82.036797,1822,AS,India,IN,Chhattisgarh,IN-CT,CT,Jagdalpur,1,VEJR,VEJR,JGB,VEJR,,https://en.wikipedia.org/wiki/Jagdalpur_Airport,,100,2025-06-10T15:33:16+00:00
3303,VAJL,small_airport,"Jalgaon Airport",20.962678,75.627492,818,AS,India,IN,Maharashtra,IN-MM,MM,Jalgaon,1,VAJL,VAJL,JLG,,,https://en.wikipedia.org/wiki/Jalgaon_Airport,VA47,100,2024-09-06T17:22:29+00:00
44362,IN-0012,small_airport,"Pakyong Airport",27.2313,88.587196,4590,AS,India,IN,Sikkim,IN-SK,SK,Pakyong,0,VEPY,VEPY,PYG,,,https://en.wikipedia.org/wiki/Pakyong_Airport,,100,2025-06-10T15:35:27+00:00
3311,VE41,small_airport,"Giridih Airport",24.201900482177734,86.28980255126953,1000,AS,India,IN,Bihar,IN-BR,BR,,0,VE41,,,VE41,,,,50,2008-06-13T14:30:04+00:00
26518,VEPU,small_airport,"Purnea Airport",25.759599685668945,87.41000366210938,129,AS,India,IN,Bihar,IN-BR,BR,,0,VEPU,,,,,https://en.wikipedia.org/wiki/Purnea_Airport,,50,2008-06-13T14:30:04+00:00
3286,VA1E,small_airport,"Bhilai Airport",21.294200897216797,81.37950134277344,1014,AS,India,IN,Chhattisgarh,IN-CT,CT,,0,VA1E,,,VA1E,,,,50,2009-01-30T17:05:03+00:00
3322,VI20,small_airport,"Narnaul Airport",28.077101,76.205002,955,AS,India,IN,Haryana,IN-HR,HR,,0,VINL,,,VI20,,https://en.wikipedia.org/wiki/Narnaul_Airport,,50,2024-04-10T19:41:32+00:00
29775,VECK,small_airport,"Chakulia Airport",22.463625,86.705219,430,AS,India,IN,Jharkhand,IN-JH,JH,,0,VECK,VECK,,,,https://en.wikipedia.org/wiki/Chakulia_Airport,,50,2025-08-20T18:54:34+00:00
3305,IN-0363,small_airport,"Dhulia Airport",20.9265,74.737099,920,AS,India,IN,Maharashtra,IN-MM,MM,,0,,,,VA53,,,,50,2022-11-13T10:56:05+00:00
3310,VE36,small_airport,"Nuagaon Airport",20.511699676513672,83.4480972290039,656,AS,India,IN,Odisha,IN-OR,OR,,0,VE36,,,VE36,,,,50,2008-06-13T14:30:04+00:00
26572,VIPL,small_airport,"Patiala Airport",30.3148,76.364502,820,AS,India,IN,Punjab,IN-PB,PB,,0,VIPL,,,,,https://en.wikipedia.org/wiki/Patiala_Airport,,50,2024-05-18T23:52:10+00:00
26580,VIUT,small_airport,"Uttarlai Airport",25.813,71.4823,500,AS,India,IN,Rajasthan,IN-RJ,RJ,,0,VIUT,,,,,https://en.wikipedia.org/wiki/Uttarlai_Air_Force_Station,"Uttarlai Air Force Station",50,2024-05-18T23:52:35+00:00
3307,VE23,small_airport,"Burnpur Airport",23.631500244140625,86.97550201416016,310,AS,India,IN,"West Bengal",IN-WB,WB,,0,VE23,,,VE23,,,,50,2008-06-13T14:30:04+00:00
46481,IN-0023,small_airport,"Amreli Airport",21.621416,71.226309,428,AS,India,IN,Gujarat,IN-GJ,GJ,Amreli,0,,,,,,https://en.wikipedia.org/wiki/Amreli_Airport,XAM,50,2021-01-26T02:01:27+00:00
32206,VEBG,small_airport,"Balurghat Airport",25.2617,88.795601,78,AS,India,IN,"West Bengal",IN-WB,WB,Balurghat,0,VEBG,VEBG,RGH,,,https://en.wikipedia.org/wiki/Balurghat_Airport,,50,2024-04-07T16:01:47+00:00
3309,VEPI,small_airport,"Barrackpore Air Force Station",22.7810001373,88.3591995239,18,AS,India,IN,"West Bengal",IN-WB,WB,Barrackpore,0,VEPI,,,VE31,,,,50,2010-12-28T13:59:33+00:00
301051,IN-0074,small_airport,"Barbil Tonto Airstrip",22.045829,85.373468,,AS,India,IN,Odisha,IN-OR,OR,Bhusugaon,0,VEBL,VEBL,,,,https://en.wikipedia.org/wiki/Barbil_Tonto_Airstrip,,50,2025-08-20T17:55:58+00:00
46581,IN-0053,small_airport,"INS Kohassa",13.236316,93.049731,13,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,Diglipur,0,VODX,,,,,https://en.wikipedia.org/wiki/INS_Kohassa,"VABM, Shivpur",50,2022-11-26T22:09:59+00:00
317984,IN-0100,small_airport,"Sido Kanhu Airport",24.231185,87.269989,470,AS,India,IN,Jharkhand,IN-JH,JH,Dumka,0,,,,,,,Anasol,50,2016-05-20T21:44:07+00:00
317983,IN-0099,small_airport,"Durgapur Steel Plant Airport",23.58331,87.339787,290,AS,India,IN,"West Bengal",IN-WB,WB,Durgapur,0,,,,,,,,50,2016-05-20T20:47:02+00:00
3331,VI71,small_airport,"Pinjore Airfield and Flying Club",30.82457,76.883652,1700,AS,India,IN,Haryana,IN-HR,HR,Gannan,0,VI71,,,VI71,,,Kalka,50,2021-04-22T01:36:09+00:00
309591,IN-0087,small_airport,"Gauchar Airstrip",30.284585,79.161665,,AS,India,IN,Uttarakhand,IN-UT,UT,Gauchar,0,,,,,,,Gaucher,50,2022-08-10T14:29:02+00:00
44908,IN-0013,small_airport,"Nadirgul Airport",17.306142,78.561004,1811,AS,India,IN,Telangana,IN-TG,TG,Hyderabad,0,,,,,https://web.archive.org/web/20170713034841/http://www.aai.aero/allAirports/nadirgul.jsp,https://en.wikipedia.org/wiki/Nadirgul_Airport,"NDGL, Nadergul",50,2023-11-20T14:34:55+00:00
3333,VI75,small_airport,"IIT Kanpur Airport",26.520399,80.232904,400,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kanpur,0,,,,,,https://en.wikipedia.org/wiki/IIT_Kanpur_Airport,"Kalyanpur Airport, VI75",50,2022-09-09T15:44:20+00:00
31691,VEKW,small_airport,"Khowai Airport",24.061899,91.603897,95,AS,India,IN,Tripura,IN-TR,TR,Khowai,0,VEKW,VEKW,IXN,,,https://en.wikipedia.org/wiki/Khowai_Airport,,50,2018-04-30T12:02:58+00:00
29689,VEBA,small_airport,"Behala Airport",22.50423,88.293427,10,AS,India,IN,"West Bengal",IN-WB,WB,Kolkata,0,VEBA,VEBA,,,,https://en.wikipedia.org/wiki/Behala_Airport,Parnasree,50,2025-08-20T17:32:52+00:00
31799,VEMH,small_airport,"Malda Airport",25.01018,88.126917,79,AS,India,IN,"West Bengal",IN-WB,WB,Malda,0,VEMH,VEMH,LDA,,,https://en.wikipedia.org/wiki/Malda_Airport,"English Bazar",50,2022-09-09T16:07:25+00:00
30005,VEKM,small_airport,"Kamalpur Airport",24.134325,91.810769,131,AS,India,IN,Tripura,IN-TR,TR,"Manik Bhandar",0,VEKM,VEKM,IXQ,,,https://en.wikipedia.org/wiki/Kamalpur_Airport,,50,2024-04-07T15:59:12+00:00
340181,IN-0177,small_airport,"Mehsana Airport",23.60118,72.37399,,AS,India,IN,Gujarat,IN-GJ,GJ,Mehsana,0,,,,,,,,50,2021-01-25T21:32:54+00:00
26619,VONS,small_airport,"Nagarjuna Sagar Airport",16.541574,79.316504,658,AS,India,IN,"Andhra Pradesh",IN-AP,AP,"Nagarjuna Sagar",0,VONS,,,,,https://en.wikipedia.org/wiki/Nagarjuna_Sagar_Airport,,50,2024-05-18T23:53:24+00:00
3291,VA1K,small_airport,"Naliya Air Force Station",23.2223,68.891296,135,AS,India,IN,Gujarat,IN-GJ,GJ,Naliya,0,VANY,,,,,https://en.wikipedia.org/wiki/Naliya_Air_Force_Station,"Raedhanpur Airport, VA1K",50,2024-05-29T06:08:25+00:00
3323,VI40,small_airport,"Karnal Airport",29.714663,77.037438,829,AS,India,IN,Haryana,IN-HR,HR,Niawal,0,VI40,,,VI40,,,,50,2021-04-27T02:40:09+00:00
3325,VI57,small_airport,"Thoise Airport",34.652599,77.375801,10046,AS,India,IN,Ladakh,IN-LA,LA,Nubra,0,VI57,,,VI57,,,,50,2022-09-19T14:08:27+00:00
31692,VEPG,small_airport,"Pasighat Airport",28.064786,95.336952,477,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Pasighat,0,VEPG,VEPG,IXT,,,https://en.wikipedia.org/wiki/Pasighat_Airport,,50,2022-09-15T17:03:37+00:00
317980,IN-0097,small_airport,"Surichua Air Base",24.18824,87.701722,280,AS,India,IN,"West Bengal",IN-WB,WB,Rampurhat,0,,,,,,,"Rampur Hat",50,2016-05-20T11:31:55+00:00
46515,IN-0026,small_airport,"Korba Airport",22.414166666699998,82.7194444444,1200,AS,India,IN,Chhattisgarh,IN-CT,CT,Rumgara,0,,,,,,,,50,2010-09-14T10:31:36+00:00
26577,VISP,small_airport,"Sarsawa Air Force Station",29.994303,77.42456,891,AS,India,IN,"Uttar Pradesh",IN-UP,UP,"Sherpur Naqeebpur",0,VISP,,SWN,,,https://en.wikipedia.org/wiki/Sarsawa_Air_Force_Station,Sarsawan,50,2024-09-06T22:46:26+00:00
26625,VOSX,small_airport,"Coimbatore Air Force Station",11.0136,77.159698,1250,AS,India,IN,"Tamil Nadu",IN-TN,TN,Sulur,0,VOSX,,,,,https://en.wikipedia.org/wiki/Sulur_Air_Force_Station,,50,2024-05-18T23:53:49+00:00
26574,VIRB,small_airport,"Fursatganj Airport",26.248501,81.380501,360,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Tarauna,0,VERB,,,,,,,50,2021-03-08T13:46:57+00:00
32433,VETJ,small_airport,"Tezu Airport",27.9412002563,96.1343994141,800,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Tezu,0,VETJ,VETJ,TEI,,,https://en.wikipedia.org/wiki/Tezu_Airport,"Teju New Airport",50,2013-02-21T14:47:06+00:00
26626,VOTJ,small_airport,"Thanjavur Air Force Station",10.723835,79.109457,253,AS,India,IN,"Tamil Nadu",IN-TN,TN,Thanjavur,0,VOTJ,VOTJ,TJV,,,https://en.wikipedia.org/wiki/Thanjavur_Air_Force_Station,"Tanjavur, Tanjore Air Force Base",50,2022-09-09T12:54:13+00:00
301040,VOJV,small_airport,"Jindal Vijaynagar Airport",15.175921,76.63303,1670,AS,India,IN,Karnataka,IN-KA,KA,Toranagallu,0,VOJV,VOJV,VDY,,,https://en.wikipedia.org/wiki/Jindal_Vijaynagar_Airport,"JSW, Vidyanagar, Vijayanagar",50,2021-03-08T10:38:17+00:00
26631,VOYK,small_airport,"Yelahanka Air Force Station",13.135499954223633,77.60600280761719,3045,AS,India,IN,Karnataka,IN-KA,KA,Yelahanka,0,VOYK,,,,,https://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station,,50,2009-03-25T09:32:06+00:00
355261,IN-0309,heliport,"HeliTaxii Heliport",12.84305,77.668188,3005,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,,,,,,,,0,2022-06-28T03:56:52+00:00
355267,IN-0314,heliport,"Ganga Helipad",11.09489,76.95603,1417,AS,India,IN,"Tamil Nadu",IN-TN,TN,Coimbatore,0,,,,,,,,0,2022-06-28T04:16:39+00:00
301043,IN-0071,heliport,"Gadag Government Estate Heliport",15.419947,75.611361,,AS,India,IN,Karnataka,IN-KA,KA,Gadag,0,,,,,,,,0,2021-03-08T11:06:05+00:00
42730,IN-0009,heliport,"Gangtok Helipad",27.355736,88.614156,,AS,India,IN,Sikkim,IN-SK,SK,Gangtok,0,,,,,,,,0,2022-09-20T16:31:30+00:00
355265,IN-0312,heliport,"ICAT Helipad",28.36925,76.87712,790,AS,India,IN,Haryana,IN-HR,HR,Gurugram,0,,,,,,,,0,2022-09-20T16:47:25+00:00
46562,IN-0039,heliport,"Lebong Helipad",27.0590833333,88.2777333333,,AS,India,IN,"West Bengal",IN-WB,WB,Lebong,0,,,,,,,,0,2010-12-29T18:58:39+00:00
315328,IN-0095,heliport,"Kuttikayam Helipad",9.3539,76.86489,207,AS,India,IN,Kerala,IN-KL,KL,Mampara,0,,,,,,https://en.wikipedia.org/wiki/Perunad#Heliport,"Perunad Heliport, Sabarimala Helipad",0,2021-03-09T23:35:27+00:00
355262,IN-0310,heliport,"Chandimandir Helipad",30.73473,76.88139,1410,AS,India,IN,Haryana,IN-HR,HR,Panchkula,0,,,,,,,,0,2022-06-28T04:02:49+00:00
355263,IN-0311,heliport,"Pilani Helipad",28.349677,75.591104,974,AS,India,IN,Rajasthan,IN-RJ,RJ,Pilani,0,,,,,,,,0,2022-06-28T04:06:08+00:00
355266,IN-0313,heliport,"EON Helipad",18.545464,73.96432,1774,AS,India,IN,Maharashtra,IN-MM,MM,Pune,0,,,,,,,,0,2022-06-28T04:14:12+00:00
355268,IN-0315,heliport,"RPSCL Private Helipad",27.83428,79.92742,501,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Shahjahanpur,0,,,,,,,,0,2022-06-28T04:19:29+00:00
341777,IN-0210,heliport,"Kuttanellur Heliport",10.501753,76.254586,,AS,India,IN,Kerala,IN-KL,KL,Thrissur,0,,,,,,,,0,2021-03-08T13:44:10+00:00
355270,IN-0316,heliport,"Varanasi Police Line Helipad",25.34819,82.98752,255,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Varanasi,0,,,,,,,,0,2022-06-28T04:27:35+00:00
26560,VIHX,large_airport,"Halwara International Airport",30.748501,75.629799,790,AS,India,IN,Punjab,IN-PB,PB,Halwara,1,VIHX,VIHX,HWR,,,https://en.wikipedia.org/wiki/Ludhiana_Halwara_International_Airport,"Ludhiana International Airport, Halwara Air Force Station",1000,2026-02-11T00:37:55+00:00
342093,IN-0276,large_airport,"Navi Mumbai International Airport",18.984597,73.065253,184,AS,India,IN,Maharashtra,IN-MM,MM,"Navi Mumbai",1,VANM,VANM,NMI,,,https://en.wikipedia.org/wiki/Navi_Mumbai_International_Airport,"D. B. Patil, new airport",1000,2026-01-19T06:35:45+00:00
597786,IN-0392,large_airport,"Noida International Airport",28.179868,77.611843,644,AS,India,IN,"Uttar Pradesh",IN-UP,UP,"Gautam Buddha Nagar",0,VIND,VIND,DXN,,https://niairport.in/,https://en.wikipedia.org/wiki/Noida_International_Airport,,850,2026-01-20T01:34:54+00:00
26513,VEMR,medium_airport,"Dimapur Airport",25.883899688699998,93.77110290530001,487,AS,India,IN,Nagaland,IN-NL,NL,Dimapur,1,VEMR,VEMR,DMU,,,https://en.wikipedia.org/wiki/Dimapur_Airport,,750,2010-09-11T09:34:10+00:00
26511,VELR,medium_airport,"Lilabari North Lakhimpur Airport",27.295682,94.097266,330,AS,India,IN,Assam,IN-AS,AS,Lilabari,1,VELR,VELR,IXI,,,https://en.wikipedia.org/wiki/Lilabari_Airport,,750,2025-08-20T21:01:58+00:00
598586,IN-0393,medium_airport,"Maa Mahamaya Airport",22.98753,83.19612,1930,AS,India,IN,Chhattisgarh,IN-CT,CT,Ambikapur,1,,VEAP,AHA,,https://www.aai.aero/en/node/71997,https://en.wikipedia.org/wiki/Maa_Mahamaya_Airport,"Ambikapur, Darima",500,2025-06-28T14:50:15+00:00
26549,VIBY,medium_airport,"Bareilly Air Force Station",28.4221,79.450798,580,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Bareilly,1,VIBY,VIBY,BEK,,,https://en.wikipedia.org/wiki/Trishul_Air-base,"Trishul Air Base",500,2024-04-10T16:39:40+00:00
331218,IN-0107,medium_airport,"Sindhudurg Airport",16.002552,73.529846,203,AS,India,IN,Maharashtra,IN-MM,MM,Chipi,1,VOSR,VOSR,SDW,,,https://en.wikipedia.org/wiki/Sindhudurg_Airport,VA85,500,2025-06-10T17:28:47+00:00
46512,IN-0025,medium_airport,"Maharshi Valmiki International Airport",26.747736,82.163664,335,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Faizabad,1,VEAY,VEAY,AYJ,,,https://en.wikipedia.org/wiki/Ayodhya_Airport,"Maharishi Valmiki International",500,2026-01-10T20:22:18+00:00
26500,VEGK,medium_airport,"Gorakhpur Airport",26.739700317399997,83.4496994019,259,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Gorakhpur,1,VEGK,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,https://en.wikipedia.org/wiki/Gorakhpur_Airport,"Gorakhpur Air Force Station",500,2010-09-09T20:14:22+00:00
354546,IN-0308,medium_airport,"Itanagar Donyi Polo Hollongi Airport",26.96683,93.638792,328,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Hollongi,1,VEHO,,HGI,,,https://en.wikipedia.org/wiki/Itanagar_Airport,,500,2024-04-10T16:38:46+00:00
26445,VAHB,medium_airport,"Hubballi Airport",15.361084,75.082096,2171,AS,India,IN,Karnataka,IN-KA,KA,Hubballi,1,VOHB,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,https://en.wikipedia.org/wiki/Hubli_Airport,"Hubli, VAHB",500,2026-01-18T01:35:17+00:00
3341,VALT,medium_airport,"Murod Kond Airport",18.411501,76.464699,2136,AS,India,IN,Maharashtra,IN-MM,MM,Latur,1,VALT,VALT,LTU,,,https://en.wikipedia.org/wiki/Latur_Airport,,500,2018-04-30T11:16:59+00:00
30180,VAND,medium_airport,"Nanded Airport",19.1833,77.316704,1250,AS,India,IN,Maharashtra,IN-MM,MM,Nanded,1,VOND,,NDC,VOND,,https://en.wikipedia.org/wiki/Nanded_Airport,,500,2023-05-02T01:34:24+00:00
340146,VOKU,medium_airport,"Kurnool Airport",15.716288,78.16923,920,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Orvakal,1,VOKU,VOKU,KJB,KJB,,https://en.wikipedia.org/wiki/Kurnool_Airport,Orvakal,500,2022-09-09T12:26:03+00:00
26573,VIPT,medium_airport,"Pantnagar Airport",29.0334,79.473701,769,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Pantnagar,1,VIPT,VIPT,PGH,,,https://en.wikipedia.org/wiki/Pantnagar_Airport,Panthnagar,500,2024-04-07T16:05:32+00:00
26621,VOPC,medium_airport,"Pondicherry Airport",11.968,79.812,134,AS,India,IN,Pondicherry,IN-PY,PY,"Puducherry (Pondicherry)",1,VOPC,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,,500,2021-05-29T07:20:30+00:00
26488,VEAN,medium_airport,"Along Airport",28.17530059814453,94.802001953125,900,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,,0,VEAN,VEAN,IXV,,,https://en.wikipedia.org/wiki/Along_Airport,,250,2008-06-13T14:30:04+00:00
26457,VARG,medium_airport,"Ratnagiri Airport",17.013599,73.327797,305,AS,India,IN,Maharashtra,IN-MM,MM,,0,VARG,VARG,RTC,,,https://en.wikipedia.org/wiki/Ratnagiri_Airport,,250,2018-04-30T11:42:45+00:00
26568,VILD,medium_airport,"Ludhiana Airport",30.854700088500977,75.95259857177734,834,AS,India,IN,Punjab,IN-PB,PB,,0,VILD,VILD,LUH,,,https://en.wikipedia.org/wiki/Sahnewal_Airport,,250,2008-06-13T14:30:04+00:00
26432,VAAK,medium_airport,"Akola Airport",20.698931,77.056883,999,AS,India,IN,Maharashtra,IN-MM,MM,Akola,0,VAAK,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,"Shioni Airport",250,2021-03-09T12:20:46+00:00
26543,VIBK,medium_airport,"Nal Airport",28.070601,73.207199,750,AS,India,IN,Rajasthan,IN-RJ,RJ,Bikaner,0,VIBK,VIBK,BKB,,,https://en.wikipedia.org/wiki/Bikaner_Airport,"Nal Air Force Station",250,2024-04-07T16:03:14+00:00
3343,VO94,medium_airport,"Campbell Bay Airport / INS Baaz",7.01304,93.922798,16,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,"Campbell Bay",0,VOBX,,,,,,VO94,250,2021-08-20T16:51:09+00:00
26441,VADN,medium_airport,"Daman Airport",20.434401,72.843201,33,AS,India,IN,"Dadra and Nagar Haveli and Daman and Diu",IN-DH,DH,Daman,0,VADN,VADN,NMB,,,https://en.wikipedia.org/wiki/Daman_Airport,,250,2021-03-08T16:29:33+00:00
26612,VOCX,medium_airport,"Car Nicobar Air Force Base",9.153056,92.819273,5,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,"IAF Camp",0,VOCX,VOCX,CBD,,,https://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base,Carnicobar,250,2021-08-20T16:40:18+00:00
3312,VEHX,medium_airport,"Hashimara Air Force Station",26.698299,89.369102,340,AS,India,IN,"West Bengal",IN-WB,WB,Jalpaiguri,0,VEHX,VEHX,,VE44,,https://en.wikipedia.org/wiki/Hasimara_Air_Force_Station,,250,2025-08-20T15:34:53+00:00
350147,VEKI,medium_airport,"Kushinagar International Airport",26.776534,83.889214,266,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kushinagar,0,VEKI,VEKI,KBK,,,https://en.wikipedia.org/wiki/Kushinagar_International_Airport,,250,2025-06-10T15:34:03+00:00
26514,VEMZ,medium_airport,"Muzaffarpur Airport",26.119101,85.313698,174,AS,India,IN,Bihar,IN-BR,BR,Muzaffarpur,0,VEMZ,VEMZ,MZU,,,https://en.wikipedia.org/wiki/Muzaffarpur_Airport,,250,2024-04-07T16:00:15+00:00
26624,VOSM,medium_airport,"Salem Airport",11.78330039978,78.06559753418,1008,AS,India,IN,"Tamil Nadu",IN-TN,TN,Salem,0,VOSM,VOSM,SXV,,,https://en.wikipedia.org/wiki/Salem_Airport_(India),,250,2015-08-07T14:23:43+00:00
354545,IN-0301,medium_airport,"Rashtrakavi Kuvempu Airport",13.858024,75.618868,2017,AS,India,IN,Karnataka,IN-KA,KA,Shimoga,0,VOSH,VOSH,RQY,,https://web.archive.org/web/20240204161112/https://ksiidc.karnataka.gov.in/new-page/ShivamoggaAirport/en,https://en.wikipedia.org/wiki/Shivamogga_Airport,"Sogane, Shivamogga",250,2025-06-10T15:42:23+00:00
26460,VASL,medium_airport,"Solapur Airport",17.6280002594,75.93479919430001,1584,AS,India,IN,Maharashtra,IN-MM,MM,Solapur,0,VASL,VASL,SSE,,,https://en.wikipedia.org/wiki/Solapur_Airport,Sholapur,250,2012-10-22T21:27:15+00:00
508630,IN-0369,medium_airport,"Sant Gadge Baba Yavatmal Airport",20.395781,78.216272,1403,AS,India,IN,Maharashtra,IN-MM,MM,Yavatmal,0,,,,VA78,,https://en.wikipedia.org/wiki/Sant_Gadge_Baba_Yavatmal_Airport,,250,2023-05-17T17:31:04+00:00
26524,VEZO,medium_airport,"Ziro Airport",27.588301,93.828102,5403,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Ziro,0,VEZO,VEZO,ZER,,,https://en.wikipedia.org/wiki/Zero_Airport,,250,2018-04-30T12:08:30+00:00
26443,VAGN,small_airport,"Guna Airport",24.654699,77.347298,1600,AS,India,IN,"Madhya Pradesh",IN-MP,MP,,0,VAGN,VAGN,GUX,,,,,150,2022-01-21T13:01:40+00:00
26579,VIST,small_airport,"Satna Airport",24.56262,80.852927,1060,AS,India,IN,"Madhya Pradesh",IN-MP,MP,,0,VEST,,TNI,,https://www.aai.aero/en/airports/satna,https://en.wikipedia.org/wiki/Satna_Airport,VIST,150,2025-02-05T14:32:16+00:00
43966,IN-0011,small_airport,"Jakkur Aerodrome",13.07674,77.597645,3013,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,VOJK,,,,,https://en.wikipedia.org/wiki/Jakkur_Aerodrome,,150,2026-03-07T03:44:15+00:00
26566,VIKA,small_airport,"Kanpur Civil Airport (Old)",26.440857,80.365029,411,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kanpur,0,VIKA,VIKA,,,,,KNU,150,2024-04-01T12:41:44+00:00
26542,VIAX,small_airport,"Adampur Airport",31.4338,75.758797,775,AS,India,IN,Punjab,IN-PB,PB,Adampur,1,VIAX,VIAX,AIP,,,https://en.wikipedia.org/wiki/Adampur_Air_Force_Base,"Adampur Air Force Station",100,2018-05-19T18:45:26+00:00
298454,VIAH,small_airport,"Aligarh Airport",27.861437,78.145404,619,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Aligarh,1,VIAH,,HRH,,,https://en.wikipedia.org/wiki/Aligarh_Airport,Dhanipur,100,2024-05-15T06:55:35+00:00
520373,IN-0376,small_airport,"Utkela Airport",20.097778,83.183333,685,AS,India,IN,Odisha,IN-OR,OR,Bhawanipatna,1,,,UKE,,,https://en.wikipedia.org/wiki/Utkela_Airport,,100,2024-02-04T10:02:59+00:00
506610,VOGB,small_airport,"Kalaburagi Airport",17.308154,76.965246,1571,AS,India,IN,Karnataka,IN-KA,KA,Kalaburagi,1,VOGB,VOGB,GBI,,,https://en.wikipedia.org/wiki/Kalaburagi_Airport,Gulbarga,100,2023-02-22T20:13:37+00:00
525168,VISV,small_airport,"Shravasti Airport",27.499732,82.032927,366,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Shravasti,1,VISV,,VSV,,,https://en.wikipedia.org/wiki/Shravasti_Airport,,100,2024-08-21T13:04:16+00:00
300715,IN-0069,small_airport,"Sultanpur Airport",26.2475,82.0425,,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Sultanpur,1,VESL,,,,,https://en.wikipedia.org/wiki/Amhat_Airstrip,"VISL, Amhat Airstrip",100,2021-05-07T16:48:46+00:00
3342,VOTK,small_airport,"Tuticorin Airport",8.724241,78.025803,129,AS,India,IN,"Tamil Nadu",IN-TN,TN,Vagaikulam,1,VOTK,VOTK,TCR,,,https://en.wikipedia.org/wiki/Tuticorin_Airport,"VO80, Tuticorin Southwest Airport, Thoothukudi",100,2021-01-25T20:14:10+00:00
